"species","candidate_1_path","candidate_2_path","candidate_3_path","candidate_4_path","candidate_5_path","candidate_6_path","candidate_7_path","candidate_1_confidence","candidate_1_kind","candidate_1_locator","candidate_1_resolution_px","candidate_1_use","candidate_1_association_basis","candidate_1_inspection_reference","candidate_1_sha256","candidate_2_confidence","candidate_2_kind","candidate_2_locator","candidate_2_resolution_px","candidate_2_use","candidate_2_association_basis","candidate_2_inspection_reference","candidate_2_sha256","candidate_3_confidence","candidate_3_kind","candidate_3_locator","candidate_3_resolution_px","candidate_3_use","candidate_3_association_basis","candidate_3_inspection_reference","candidate_3_sha256","candidate_4_confidence","candidate_4_kind","candidate_4_locator","candidate_4_resolution_px","candidate_4_use","candidate_4_association_basis","candidate_4_inspection_reference","candidate_4_sha256","candidate_5_confidence","candidate_5_kind","candidate_5_locator","candidate_5_resolution_px","candidate_5_use","candidate_5_association_basis","candidate_5_inspection_reference","candidate_5_sha256","candidate_6_confidence","candidate_6_kind","candidate_6_locator","candidate_6_resolution_px","candidate_6_use","candidate_6_association_basis","candidate_6_inspection_reference","candidate_6_sha256","candidate_7_confidence","candidate_7_kind","candidate_7_locator","candidate_7_resolution_px","candidate_7_use","candidate_7_association_basis","candidate_7_inspection_reference","candidate_7_sha256","current_gallery_entries","current_plant_photographs","current_maps","outcome","review_notes","account_id","source_collection_count","source_quality_recovery_path","source_quality_recovery_locator"
"Vachellia valida","/Volumes/Crucial X10/SD/V V V/Vachellia valida/_1090059 Vachellia valida.JPG","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/WILLIE BURGESS Plants of the nt photos/Fabaceae Acacia Erythrina Jacksonia Albizia Bossiaea Caseapinia Cathormion Erythrophleum Jacksonia Millettia Mucuna Senna Sesbania  Sophora Tamarindus/Acacia/Vachella/Vachella valida.JPG","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/WILLIE BURGESS Plants of the nt photos/Fabaceae Acacia Erythrina Jacksonia Albizia Bossiaea Caseapinia Cathormion Erythrophleum Jacksonia Millettia Mucuna Senna Sesbania  Sophora Tamarindus/Acacia/Vachella/Vachella valida 3395.JPG","","","","","A","loose photograph","","4000x3000","gallery option","Species named in the filename.","E471-02","062dbe447acc3621cb719365a9b9760ed8ad681208f69e9d9a1ef633b4d8e5ee","B","loose photograph","","5472x3648","gallery option","Species named in the filename; Name spelling, abbreviation or historical combination needs retaining in provenance.","E471-04","b548152ddbb9184378cf69d7551ead7eb289dd46432df424a297fba2aaadc1e4","B","loose photograph","","5472x3648","gallery option","Species named in the filename; Name spelling, abbreviation or historical combination needs retaining in provenance.","E471-09","2bf27bdd64655c6461522ab8a0bc0f9fec842f18573eae822880972a9a739597","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","0","Supported loose additions","Leafy/thorny branch and laid-out pod with foliage broaden current pods and bark. Candidates 1 and 3 are reference screenshots; cross-named Acacia/Vachellia series need provenance review. Additional explicitly named photograph shows a flowering crown. Other secondary frames overlap a V. pachyphloia sequence and require care.","plant-5b503171b994624a","6","",""
"Vavaea amicorum","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","/Volumes/Crucial X10/SD/V V V/Vavaea amicorum/_1080502.JPG","/Volumes/Crucial X10/SD/V V V/Vavaea amicorum/_1240388.JPG","","","","","A","book image","PDF page 348; printed page 347; page-object index 2 (zero-based)","567x569","low-resolution fallback","Photograph positioned with the authored species account in the book proof.","B-p348-o2","","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail.","E472-04","91343dc45791f196f85f0dceeb94e76edf3293ddd4f886ae241341dc9ea49713","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail.","E472-05","aef28d63b4717ef9bffc8bf39ba73441a638119f5623f0d4c90273ba443944cc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Whole stand, young foliage and older-book flowers complement current yellow fruits and leaves.","plant-fc89ade8364919db","8","",""
"Verticordia cunninghamii","/Volumes/Crucial X10/SD/V V V/Verticordia cunninghamii/SELECT/#Verticordia cunninghamii.838.b.JPG","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","","","","","","A","loose photograph","","1377x1721","gallery option","Species named in the filename.","E473-03","832c66527df6bf6eefda95ce57f0c285df46b41a69b51b277ff1210ecea6541d","A","book image","PDF page 349; printed page 348; page-object index 2 (zero-based)","567x566","low-resolution fallback","Photograph positioned with the authored species account in the book proof.","B-p349-o2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Leafy branch with earlier flower stage and older-book open white flowers complement current mature heads.","plant-1128a7768465a5ec","10","",""
"Verticordia decussata","/Volumes/Crucial X10/HD/# COMPLETE NPNA NEW ED 2026/A. A. PHOTOS AND IMAGES/D. PLANT DESCRIPTIONS GENERA A-Z/VV/Verticordia decussata/PICK/EXTRA/Verticordia decussata.8799.GF.JPG","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","","","","","","A","loose photograph","","7202x5925","gallery option","Species named in the filename.","E474-01","02f952349ee7335e80e8a48fa3ab84d5bb1b005714db655d9f8fb5bc084c2c3e","A","book image","PDF page 349; printed page 348; page-object index 1 (zero-based)","567x571","low-resolution fallback","Photograph positioned with the authored species account in the book proof.","B-p349-o1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","Supported loose additions","Closer flower structure is a modest alternative; older book shows a longer flowering stem and later stage.","plant-cd122bb295e4bfbc","4","",""
"Vigna vexillata var. angustifolia","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","/Volumes/Crucial X10/SD/V V V/Vigna vexillata var. angustifolia/SELECT/20250226_115315.jpg","/Volumes/Crucial X10/SD/V V V/Vigna vexillata var. angustifolia/_1270719.JPG","","","","","A","book image","PDF page 350; printed page 349; page-object index 2 (zero-based)","566x572","low-resolution fallback","Photograph positioned with the authored species account in the book proof.","B-p350-o2","","B","loose photograph","","1476x1106","gallery option","Association through the named source folder or historical-name trail.","E475-01","cecd22a64f56c2c6805401b187d480068027bdbb9de63105327855fd9dbe9ddd","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail.","E475-10","e5d4a8dde644bad07e96d292cc53fecf6e25c7765dea88bf5dc2590dd569a141","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","Supported loose additions","Clearer flower close-up and older authored book flower/leaf view. Candidates 2, 4, 5 and 6 show tree canopy/flying foxes from a mixed sequence and are not allocated to the small vine. Species-only labels do not establish variety. Additional close side-profile flower is useful; secondary canopy/bat frames remain excluded.","plant-524c01379c7bb2cb","4","",""
"Vincetoxicum leibianum","/Volumes/Crucial X10/SD/# A A COMPLETED/Cynanchum leibianum/_1270008.JPG","","","","","","","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail; Name spelling, abbreviation or historical combination needs retaining in provenance.","E476-03","b82dcd903357844815f4727bc8decd8a0a1f66ae7a6c5e2565ff9d997eb9f930","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","Supported loose additions","Hand-held thin reproductive structure offers scale, though the plant is hard to separate from branches. Embedded DOCX contains a higher-resolution version of the existing red-flower view, a source-recovery option rather than another gallery subject; historical Cynanchum naming is retained. Secondary candidates 7, 8 and 10 are reference screenshots, not original plant photographs.","plant-585ec34f191b2a7d","6","/Volumes/Crucial X10/SD/# A A COMPLETED/Cynanchum leibianum/##DESCRIPTION for NPNA 2025/For Willie/Cynanchum leibianum - Copy.docx","word/media/image1.jpeg; 5472x3648; existing subject, not an addition"
"Vitex acuminata","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/WILLIE BURGESS Plants of the nt photos/Lamiaceae Clerodendrum Pityodia Vitex Wrightia Callicarpa Gmelina Plectranthus/Vitex/Vitex acuminata 9812.JPG","/Volumes/Crucial X10/SD/V V V/Vitex acuminata/SELECT/Vitex acuminata with bee.002.b.jpg","","","","","","A","loose photograph","","5472x3648","gallery option","Species named in the filename.","E477-03","07b21330672d2ee87fda2ad280014a7408b2e3a14dc87ec7611307325fcfda11","A","loose photograph","","914x685","gallery option","Species named in the filename.","E477-05","2878efb9617a99991bc3eeab2db7b06bac7d0308ef5d6a358fe42e73e24fff81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Low leafy habit and bee interaction complement existing flowers and dark fruits.","plant-d47faab6694b9195","13","",""
"Vitex glabrata","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/WILLIE BURGESS Plants of the nt photos/Lamiaceae Clerodendrum Pityodia Vitex Wrightia Callicarpa Gmelina Plectranthus/Vitex/vitex glabrata 2.JPG","/Volumes/Crucial X10/SD/V V V/Vitex glabrata/_1100295 Vitex glabrata.JPG","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/WILLIE BURGESS Plants of the nt photos/Lamiaceae Clerodendrum Pityodia Vitex Wrightia Callicarpa Gmelina Plectranthus/Vitex/Vitex glabrata 8356.JPG","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","","","","A","loose photograph","","5472x3648","gallery option","Species named in the filename.","E478-03","4ba2cc18c55fcfaf533ce2f0a69579c091751016d51fc0bc53880bb3d0ef21d4","A","loose photograph","","4000x3000","gallery option","Species named in the filename.","E478-05","51ad4a5afc4ab182672e8908ad2725a2b6a8c8129c5e06ff4f3f363ef8bcd803","A","loose photograph","","5472x3648","gallery option","Species named in the filename.","E478-08","1273c068da6ab15b72f0a38187bb99b3d27f36a6effa92f8122191b9ee83b08b","A","book image","PDF page 351; printed page 350; page-object index 1 (zero-based)","569x728","low-resolution fallback","Photograph positioned with the authored species account in the book proof.","B-p351-o1","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Flower structure, leafy growth and older-book whole mature tree broaden current fruit and flowering branch. Additional named image shows green attached fruits.","plant-30437633b35eda53","5","",""
"Vitex rotundifolia","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/WILLIE BURGESS Plants of the nt photos/Lamiaceae Clerodendrum Pityodia Vitex Wrightia Callicarpa Gmelina Plectranthus/Vitex/Vitex rotundifolia 4333.JPG","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","/Volumes/Crucial X10/SD/V V V/Vitex rotundifolia/P1000227.JPG","","","","","A","loose photograph","","3648x2048","gallery option","Species named in the filename.","E479-01","f0a33327f5960fda9e9d9ac57868b98044355c55036be3fb627dc121794687ec","A","book image","PDF page 352; printed page 351; page-object index 2 (zero-based)","387x570","low-resolution fallback","Photograph positioned with the authored species account in the book proof.","B-p352-o2","","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail.","E479-06","b7a1d3a70787733b89bbb88da11c4c798a9a03210d8c21ea35e0b53dd6d22cc1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","Supported loose additions","Round-leaf/flower context and older-book whole creeping plant complement current close flower. Distinguish adjacent V. trifolia-labelled source series.","plant-f2b08344ead32905","5","",""
"Vitex trifolia","/Volumes/Crucial X10/SD/V V V/Vitex trifoliata/Bug on Vitex trifoliata/P1170557.JPG","/Volumes/Crucial X10/SD/V V V/Vitex trifoliata/_1140710.JPG","","","","","","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail; Name spelling, abbreviation or historical combination needs retaining in provenance.","E480-03","08b8936e67b81be03ab3da11cd6746ac33914b832c6179875f19de61fa74407e","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail; Name spelling, abbreviation or historical combination needs retaining in provenance.","E480-09","499da753d5ef2f906916dca2d65c9a6744000f8665678690502c2c8cc4c157d3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","0","Supported loose additions","Earlier pale/green reproductive stage offers a modest addition; current gallery already covers flowers and coastal habit. Additional sequence includes green fruits, improving organ coverage.","plant-9cf58c51f5fc891e","7","",""
"Wrightia pubescens","/Volumes/Crucial X10/SD/WWW/Wrightia pubescens/_1130407 #Wrightia pubescens.JPG","/Volumes/Crucial X10/SD/WWW/Wrightia pubescens/_1120265 Wrightia pubescens.JPG","/Volumes/Crucial X10/SD/WWW/Wrightia pubescens/_1110559 Wrightia pubescens.JPG","","","","","A","loose photograph","","4000x3000","gallery option","Species named in the filename.","E481-04","3e3655d4e9755cdbf3e665df8787a5e9e59cacaeba2a74477de8e4c57c180374","A","loose photograph","","4000x3000","gallery option","Species named in the filename.","E481-06","6bdda9945823a078eeed8bcf8ee42ff8a26fa1d1ee1338b9102038ced45d87ac","A","loose photograph","","4000x3000","gallery option","Species named in the filename.","E481-09","a58c6d4b8a7b4f66dc0cee7b9a1a4bc8c620364c4cc5d0d65543c81535cd70e3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","0","Supported loose additions","Whole flowering crown and long green pods broaden current flowers and mature hanging pod. Additional named image has long paired hanging pods.","plant-9515bdc073009bd6","11","",""
"Wrightia saligna","/Volumes/Crucial X10/SD/WWW/Wrightia saligna/_1120180 Wrightia saligna.JPG","/Volumes/Crucial X10/SD/WWW/Wrightia saligna/_1120182 Wrightia saligna.JPG","/Volumes/Crucial X10/SD/WWW/Wrightia saligna/_1240568.JPG","","","","","A","loose photograph","","4000x3000","gallery option","Species named in the filename.","E482-04","1f5360ae1f4c8f78496238bb6ba5a3659588ddd03fd0600df97b2f6f0bac88bb","A","loose photograph","","4000x3000","gallery option","Species named in the filename.","E482-05","5443aa35be0209b45d1a2e07466c9c901f8a67fbb66d35cb56743b65a19ce131","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail.","E482-08","0cf816250334dc206763cad5b8de28e79812083aac3ed7cd9bcdb80c8ca4d663","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Trunk/branch architecture and wispy whole crown complement current flowers and leaves. Additional sequence has close bark texture.","plant-823b1c4d0043892e","6","",""
"Xanthostemon eucalyptoides","/Volumes/Crucial X10/HD/# COMPLETE NPNA NEW ED 2026/A. A. PHOTOS AND IMAGES/D. PLANT DESCRIPTIONS GENERA A-Z/XX/Xanthostemon eucalyptoides/PICK/EXTRA/Xanthostemon eucalyptoides.A.IM.a.jpg","/Volumes/Crucial X10/SD/X X X/Xanthostemon eucalyptoides/P1160693.JPG","/Volumes/Crucial X10/SD/X X X/Xanthostemon eucalyptoides/_1060550.JPG","","","","","A","loose photograph","","3224x2418","gallery option","Species named in the filename.","E483-03","8df612b6a4add1b3a54b1837c793157d8a9691286cad349b3c4af7dd4dfacba7","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail.","E483-04","ce9c153ad4587736847ecd0fa627f75ecf913a6737c74a0a2757de50c8854e8c","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail.","E483-05","b69ff384977970eba50fadac52270426e7d16a1f9d0288b9b4a6a3d47ae6b697","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Closer open flowers, dry fruits and whole low habit complement current buds and capsules.","plant-65cc91c93c4d0ac1","5","",""
"Xanthostemon paradoxus","/Volumes/Crucial X10/HD/# COMPLETE NPNA NEW ED 2026/A. A. PHOTOS AND IMAGES/B. PLANT COMMUNITIES/F. IAN MORRIS - NATIVE PLANT COMMUNITIES & WILDLIFE/PICK/27. Savanna Glider eating nectar of Xanthostemon paradoxus.jpg","/Volumes/Crucial X10/SD/X X X/Xanthostemon paradoxus/SELECT/Xanthostemon paradoxus.(jpg489).2.jpg","/Volumes/Crucial X10/SD/HABITATS/VICTORIA RIVER REGION/TIMBER CREEK AREA/MRF VINE-THICKET 28.4.25/SELECT/Xanthostemon paradoxus, Timber Ck MVT.056.a.JPG","","","","","A","loose photograph","","1844x1222","gallery option","Species named in the filename.","E484-02","a69e20dc5fec4c6ed2bb5594c0d790669a311421ebc9780c54d7b0b7ab95e60a","A","loose photograph","","1661x1661","gallery option","Species named in the filename.","E484-03","4e33b4ecc17cdb205b460c84e8e0ad2563535657b84501a06c0c08a6e2767c5c","A","loose photograph","","4864x3648","gallery option","Species named in the filename.","E484-04","7335528d7f3ba9067919a21ba1839ef8d6173be661e75b352735fcdeab2628ad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","Supported loose additions","Glider interaction, close yellow flower head and whole tree broaden the single current flower-branch view.","plant-3844e8e20360380a","20","",""
